desc_id,description,freq_mentioned,targets
241,热,54,"厨房, 背心, 发烧, 吹风机, 包子, 茶, 中午, 客厅, 家, 浴室, 菜市场, 毛巾, 毛毯, 沐浴露, 煮锅, 煮锅, 碗, 背, 胳膊, 胸, 脖子, 腿, 脸, 腹部, 膝盖, 空调, 风扇, 平板电脑, 手机, 电脑, 电视机, 笔记本电脑, 馒头, 香肠, 果汁, 水, 牛奶, 梨, 洋葱, 牛油果, 番茄, 白菜, 白萝卜, 胡萝卜, 羊肉, 香肠, 鸡肉, 鸭肉, 鱼肉, 鱼, 夏季, 太阳, 太阳, 太阳, 太阳, 星星, 晴天, 晴天, 晴天, 晴天, 月亮, 雷电"
242,房间,5,"厨房, 地毯, 墙壁, 门, 蟑螂"
243,服务员,26,"厨房, 包子, 巧克力, 面条, 可乐, 茶, 南瓜, 土豆, 玉米, 牛肉, 猪肉, 鸡蛋, 虾, 螃蟹, 碗, 微波炉, 果汁, 果汁, 汽水, 汽水, 牛奶, 牛奶, 酒, 酒, 酸奶, 酸奶, 柠檬, 梨, 樱桃, 橙子, 下午"
244,烹饪,9,"厨房, 刀子, 平底锅, 平底锅, 微波炉, 洋葱, 洋葱, 番茄, 番茄, 白菜, 白萝卜, 胡萝卜"
245,做饭,11,"厨房, 煮锅, 煮锅, 冰箱, 牛奶, 酸奶, 柠檬, 梨, 樱桃, 橙子, 牛油果, 保姆"
246,洗碗,3,"厨房, 手套, 保姆"
247,煎,5,"厨房, 包子, 牛肉, 猪肉, 鸡蛋"
248,炖,5,"厨房, 土豆, 玉米, 牛肉, 猪肉"
249,炒,21,"厨房, 面条, 面条, 茶, 土豆, 牛肉, 猪肉, 香肠, 茄子, 菠菜, 蘑菇, 蘑菇, 西兰花, 豆角, 青椒, 青椒, 青菜, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉, 鱼"
250,蒸,16,"厨房, 包子, 南瓜, 土豆, 扇贝, 虾, 馒头, 茄子, 蘑菇, 西兰花, 豆角, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
251,煮,25,"厨房, 面条, 茶, 南瓜, 玉米, 鸡蛋, 煮锅, 煮锅, 米饭, 通心粉, 茄子, 菠菜, 蘑菇, 西兰花, 豆角, 青椒, 青菜, 香菜, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉, 鱼"
252,烤,15,"厨房, 土豆, 玉米, 牛肉, 猪肉, 蛋糕, 面包, 饼, 饼干, 茄子, 蘑菇, 西兰花, 豆角, 青椒, 青菜"
253,烧,6,"厨房, 玉米, 虾, 螃蟹, 树枝, 鱼"
254,搅拌,9,"厨房, 药膏, 面条, 果汁, 水, 汽水, 牛奶, 酒, 酸奶"
255,聚会,12,"厨房, 蛋糕, 酒, 侄子, 侄子, 侄女, 侄女, 外甥, 外甥, 外甥女, 外甥女, 阿姨, 阿姨, 叔叔, 叔叔, 婶婶, 婶婶, 舅舅, 舅舅, 舅妈, 舅妈"
256,舒服,19,"窗边, 窗边, 背心, 浴室, T恤, 卫衣, 凉鞋, 拖鞋, 拖鞋, 毛毯, 按摩, 胸, 脖子, 脚, 鼻子, 地毯, 沙发, 空调, 风扇, 春季, 秋季"
257,光,26,"窗边, 墨镜, 洗手池, 家, 阳台, 阳台, 床单, 浴缸, 灯, 灯, 灯, 灯, 茶几, 镜子, 马桶, 花, 太阳, 太阳, 星星, 星星, 晴天, 月亮, 月亮, 雷电, 雷电, 学生, 年轻人, 儿子, 女儿, 女孩, 小孩, 男人, 快递员, 社工"
258,玻璃,19,"窗边, 阳台, 手写板, 杯子, 碗, 花瓶, 公共汽车, 救护车, 火车, 自行车, 车, 飞机, 书架, 灯, 窗户, 窗户, 茶几, 镜子, 电视机, 清洁工"
259,木头,23,"窗边, 客厅, 楼梯, 门口, 书店, 公园, 刀子, 勺子, 平底锅, 笔记本, 纸, 纸, 纸巾, 书架, 床, 床, 床, 抽屉, 抽屉, 柜子, 柜子, 桌子, 椅子, 沙发, 茶几, 门, 酒, 树干, 树干"
260,布料,11,"窗边, T恤, 长裤, 口罩, 口袋, 帽子, 床单, 枕头, 毛巾, 毛毯, 口罩, 沙发"
261,透明,7,"窗边, 鸡蛋, 杯子, 碗, 花瓶, 指甲, 茶几"
262,宽,8,"窗边, 洗手池, 面条, 面条, 楼梯, 长裤, 卫衣, 凉鞋, 床单"
263,凉爽,10,"窗边, 背心, 客厅, 家, 门口, 公园, 凉鞋, 空调, 风扇, 风扇, 秋季, 秋季"
264,关闭,22,"窗边, 窗边, 剃须刀, 洗手池, 吹风机, 门口, 商店, 银行, 手写板, 抽屉, 柜子, 门, 马桶, 冰箱, 冰箱, 微波炉, 微波炉, 洗衣机, 洗衣机, 空调, 空调, 风扇, 风扇, 平板电脑, 平板电脑, 手机, 手机, 电脑, 电脑, 电视机, 电视机, 笔记本电脑, 笔记本电脑"
265,室内,6,"窗边, 停车场, 书架, 地板, 地板, 地毯, 墙壁"
266,孩子,54,"窗边, 发烧, 牙齿, 包子, 巧克力, 面条, 可乐, 玉米, 鸡蛋, 虾, 螃蟹, 狗, 猫, 蚂蚁, 树, 树林, 树枝, 上午, 中午, 冬季, 阴天, 医院, 牙刷, 牙膏, 头痛, 感冒, 淤青, 瘙痒, 胃痛, 高肌张力, 药, 中药, 药片, 胶囊, 果汁, 水, 汽水, 牛奶, 酒, 酸奶, 柠檬, 梨, 樱桃, 橙子, 洋葱, 鸟, 下午, 丈夫, 邻居, 保姆, 司机, 儿子, 女儿, 女孩"
267,支撑,8,"窗边, 树枝, 胸罩, 脖子, 腿, 脚, 墙壁, 树干"
268,洗,42,"窗边, 背心, 墨镜, 皮鞋, 剃须刀, 出租车, 发烧, 牙齿, 洗手池, 洗手池, 洗手池, 玉米, 长裤, 卫衣, 帽子, 刀子, 刀子, 勺子, 脸盆, 脸盆, 脸盆, 脸盆, 洗脚盆, 洗脚盆, 平底锅, 平底锅, 杯子, 毛巾, 毛巾, 毛巾, 毛巾, 毛巾, 沐浴露, 洗发露, 洗面奶, 洗面奶, 洗面奶, 洗面奶, 煮锅, 煮锅, 碗, 纸巾, 脸, 脸, 鼻子, 鼻子, 头发, 浴缸, 浴缸, 镜子, 镜子, 洗衣机, 香菜, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉, 女人, 妻子"
269,路边,5,"停车场, 出租车, 树枝, 银行, 鸟"
270,家人,88,"停车场, 护理中心, 充电器, 发烧, 药膏, 血糖仪, 洗手池, 包子, 可乐, 南瓜, 土豆, 玉米, 牛肉, 猪肉, 鸡蛋, 虾, 螃蟹, 狗, 猫, 树, 树林, 上午, 中午, 冬季, 阴天, 雾, 风, 客厅, 家, 楼梯, 浴室, 电梯, 门口, 阳台, 枕头, 毛巾, 毛毯, 沐浴露, 洗发露, 洗面奶, 牙刷, 牙膏, 碗, 头痛, 感冒, 淤青, 瘙痒, 胃痛, 药, 中药, 药片, 胶囊, 桌子, 椅子, 沙发, 浴缸, 灯, 窗户, 茶几, 镜子, 门, 马桶, 果汁, 水, 汽水, 牛奶, 酒, 酸奶, 柠檬, 梨, 樱桃, 橙子, 茄子, 菠菜, 菠萝, 葡萄, 蘑菇, 西兰花, 西瓜, 豆角, 青椒, 青菜, 医生, 司机, 护工, 姐妹, 姑姑, 姑父"
271,亲戚,31,"停车场, 茶, 南瓜, 土豆, 玉米, 鸡蛋, 虾, 螃蟹, 狗, 猫, 树, 树林, 手机, 花, 年轻人, 司机, 外公, 外公, 外婆, 外婆, 奶奶, 奶奶, 姐妹, 姑父, 姑父, 爷爷, 侄子, 侄子, 侄子, 侄女, 侄女, 侄女, 外甥, 外甥, 外甥, 外甥女, 外甥女, 外甥女, 阿姨, 阿姨, 叔叔, 叔叔, 婶婶, 婶婶, 舅舅, 舅舅, 舅妈, 舅妈"
272,车祸,6,"停车场, 雾, 路, 轮椅, 司机, 外卖员"
273,住院,9,"护理中心, 发烧, 保姆, 医生, 护工, 爷爷, 老人, 护士, 护士, 理疗师, 理疗师"
274,陪伴,7,"护理中心, 狗, 猫, 保姆, 护工, 理疗师, 社工"
275,薄,7,"背心, 内衣, 睡衣, 袖子, 袜子, 毛巾, 毛毯"
276,汗水,4,"背心, 客厅, 背, 脸"
277,夏天,27,"背心, 墨镜, 可乐, 南瓜, T恤, 短裤, 凉鞋, 帽子, 袖子, 沐浴露, 背, 胳膊, 腿, 空调, 空调, 空调, 风扇, 风扇, 风扇, 生姜, 西瓜, 草, 夏季, 季节, 太阳, 星星, 晴天, 月亮, 雨, 雨天, 雷电"
278,商场,23,"背心, T恤, 内衣, 外套, 大衣, 毛衣, 短裤, 裙子, 口红, 洋葱, 牛油果, 生姜, 番茄, 白菜, 白萝卜, 胡萝卜, 火龙果, 芒果, 苹果, 售货员, 售货员, 快递员, 服务员, 清洁工"
279,洗衣服,12,"背心, 洗手池, 阳台, 阳台, 阳台, 内衣, 睡衣, 长裤, 卫衣, 凉鞋, 围巾, 床单, 床单, 洗衣机, 保姆"
280,洗衣粉,6,"背心, 洗手池, 长裤, 卫衣, 凉鞋, 围巾"
281,衣架,5,"背心, 长裤, 卫衣, 围巾, 毛巾"
282,衣柜,6,"背心, 外套, 大衣, 毛衣, 女人, 妻子"
283,洗衣机,22,"背心, 家, 阳台, 阳台, 内衣, 外套, 大衣, 毛衣, 睡衣, 短裤, 秋衣, 衬衣, 袖子, 裙子, 长裤, 卫衣, 围巾, 帽子, 床单, 毛巾, 毛毯, 女人, 妻子"
284,售货员,35,"背心, 墨镜, 皮鞋, 吹风机, 巧克力, 可乐, 南瓜, 土豆, 玉米, 牛肉, 猪肉, 鸡蛋, 虾, 螃蟹, 商店, 药店, T恤, 枕头, 毛巾, 毛毯, 沐浴露, 洗发露, 洗面奶, 牙刷, 牙膏, 果汁, 水, 汽水, 牛奶, 酒, 酸奶, 柠檬, 梨, 樱桃, 橙子"
285,爷爷,3,"背心, 公园, 奶奶"
286,室友,10,"背心, 洗手池, 电梯, 门口, 拖鞋, 袖子, 毛巾, 洗面奶, 洗衣机, 空调"
287,比赛,6,"背心, 运动鞋, 运动鞋, 帽子, 草, 秒钟, 男孩"
288,脱下,26,"背心, 皮鞋, 运动鞋, 内衣, 外套, 大衣, 毛衣, 睡衣, 短裤, 秋衣, 衬衣, 袖子, 裙子, 长裤, 长裤, 卫衣, 卫衣, 凉鞋, 凉鞋, 口罩, 帽子, 手套, 拖鞋, 拖鞋, 拖鞋, 胸罩, 袖子, 袜子, 靴子, 鞋带, 领带, 胸"
289,圆形,35,"墨镜, 巧克力, 南瓜, 土豆, 鸡蛋, 螃蟹, 公园, 发箍, 帽子, 勺子, 脸盆, 洗脚盆, 茶壶, 自行车, 药片, 膝盖, 桌子, 桌子, 椅子, 灯, 灯, 茶几, 镜子, 镜子, 风扇, 米饭, 饼, 饼干, 馒头, 白菜, 芒果, 茄子, 葡萄, 西瓜, 西瓜, 青菜, 蟑螂, 花, 月"
290,黑色,50,"墨镜, 皮鞋, 剃须刀, 充电器, 牙齿, 洗手池, 巧克力, 可乐, 可乐, 咖啡, 茶, 虾, 狗, 猫, 老鼠, 苍蝇, 虫, 蚂蚁, 阴天, 长裤, 卫衣, 凉鞋, 发卡, 发箍, 口袋, 围巾, 头绳, 帽子, 手写板, 叉子, 平底锅, 煮锅, 笔, 车, 中药, 眼睛, 头发, 冰箱, 微波炉, 洗衣机, 风扇, 平板电脑, 电视机, 笔记本电脑, 耳机, 汽水, 樱桃, 香蕉, 蚊子, 鱼, 晚上"
291,口罩,3,"墨镜, 脸, 鼻子, 鼻子"
292,太阳,7,"墨镜, 中午, 雾, 阳台, 公园, 眼镜, 年轻人, 年轻人"
293,歌手,3,"墨镜, 眼镜, 耳机"
294,兄弟,11,"墨镜, 卫衣, 凉鞋, 帽子, 儿子, 女儿, 女孩, 姐妹, 家人, 叔叔, 婶婶"
295,姐妹,18,"墨镜, 卫衣, 卫衣, 凉鞋, 凉鞋, 发卡, 发卡, 发箍, 发箍, 头绳, 帽子, 儿子, 女儿, 女孩, 女孩, 家人, 家人, 侄子, 侄女, 外甥, 外甥女, 阿姨, 舅舅, 舅妈"
296,遮阳,4,"墨镜, 树, 树林, 帽子"
297,防晒,3,"墨镜, 外套, 袖子, 袖子"
298,棕色,32,"皮鞋, 咖啡, 叶子, 树, 树枝, 楼梯, 凉鞋, 围巾, 勺子, 茶壶, 中药, 药片, 背, 胳膊, 胸, 脖子, 腿, 脚, 脸, 腹部, 膝盖, 鼻子, 茶几, 汽水, 牛油果, 蘑菇, 羊肉, 香肠, 鸭肉, 蟑螂, 鱼, 树干"
299,白领,7,"皮鞋, 背包, 手写板, 脖子, 平板电脑, 电脑, 笔记本电脑"
300,经理,4,"皮鞋, 茶, 服务员, 清洁工"
301,活泼,13,"运动鞋, 菠萝, 同学, 年轻人, 儿子, 女人, 女儿, 女孩, 姐妹, 姐妹, 小孩, 朋友, 母亲, 男孩"
302,柔软,21,"运动鞋, 包子, 床单, 口红, 枕头, 毛巾, 毛毯, 牙刷, 嘴巴, 大腿, 头, 小腿, 屁股, 手, 手腕, 耳朵, 脸, 腹部, 头发, 沙发, 馒头"
303,弹性,6,"运动鞋, 袖子, 柠檬, 樱桃, 橙子, 香肠"
304,健身,10,"运动鞋, 公园, 胳膊, 腿, 腹部, 牛油果, 西兰花, 鸡肉, 鱼肉, 男人"
305,跑步,4,"运动鞋, 公园, 脚, 膝盖"
306,金属,47,"剃须刀, 出租车, 吹风机, 家, 电梯, 商店, 学校, 广场, 药店, 菜市场, 银行, 发卡, 发箍, 眼镜, 刀子, 勺子, 手写板, 叉子, 平底锅, 杯子, 煮锅, 公共汽车, 救护车, 火车, 自行车, 车, 轮椅, 飞机, 血压仪, 轮椅, 桌子, 椅子, 沙发, 茶几, 镜子, 门, 冰箱, 微波炉, 洗衣机, 洗衣机, 空调, 风扇, 风扇, 平板电脑, 手机, 手机, 电脑, 电脑, 电脑, 电视机, 电视机, 电视机, 笔记本电脑, 耳机, 秒钟"
307,塑料,29,"剃须刀, 吹风机, 浴室, 菜市场, 发卡, 发箍, 头绳, 手套, 刀子, 勺子, 手写板, 脸盆, 洗脚盆, 叉子, 牙刷, 碗, 笔, 矫正板, 桌子, 椅子, 窗户, 茶几, 镜子, 门, 空调, 风扇, 电脑, 电视机, 耳机"
308,长,16,"剃须刀, 药膏, 面条, 虾, 树枝, 长裤, 卫衣, 围巾, 头绳, 床单, 脖子, 腿, 白萝卜, 茄子, 豆角, 树干"
309,银色,12,"剃须刀, 煮锅, 轮椅, 镜子, 冰箱, 微波炉, 洗衣机, 空调, 风扇, 平板电脑, 电视机, 笔记本电脑"
310,卫生间,12,"剃须刀, 牙齿, 洗手池, 洗手池, 脸, 头发, 浴缸, 浴缸, 灯, 窗户, 镜子, 门, 马桶, 蟑螂"
311,理发师,3,"剃须刀, 吹风机, 头发"
312,盒子,4,"充电器, 血糖仪, 公共汽车, 救护车"
313,有电,12,"充电器, 充电器, 血糖仪, 冰箱, 冰箱, 微波炉, 微波炉, 洗衣机, 洗衣机, 空调, 空调, 风扇, 风扇, 平板电脑, 平板电脑, 手机, 手机, 电脑, 电脑, 电视机, 电视机, 笔记本电脑, 笔记本电脑"
314,电线,3,"充电器, 吹风机, 灯"
315,朋友,40,"充电器, 出租车, 狗, 公园, 胸罩, 毛巾, 毛毯, 碗, 头痛, 感冒, 淤青, 瘙痒, 胃痛, 药, 中药, 药片, 胶囊, 手机, 果汁, 水, 汽水, 牛奶, 酒, 酸奶, 柠檬, 梨, 樱桃, 橙子, 茄子, 菠菜, 菠萝, 葡萄, 蘑菇, 西兰花, 西瓜, 豆角, 青椒, 青菜, 邻居, 姐妹"
316,橡胶,10,"出租车, 凉鞋, 手套, 拖鞋, 公共汽车, 救护车, 车, 轮椅, 飞机, 电脑"
317,绿色,33,"出租车, 茶, 玉米, 苍蝇, 虫, 叶子, 树, 树林, 公园, 菜市场, 郊外, 卫衣, 脸盆, 洗脚盆, 火车, 淤青, 果汁, 汽水, 柠檬, 梨, 牛油果, 白菜, 芒果, 苹果, 菠菜, 葡萄, 西兰花, 西兰花, 西瓜, 豆角, 香菜, 香蕉, 黄瓜, 草"
318,红色,29,"出租车, 茶, 牛肉, 猪肉, 虾, 螃蟹, 蚂蚁, 叶子, 菜市场, 卫衣, 发卡, 围巾, 口红, 胶囊, 脸, 香肠, 果汁, 酒, 樱桃, 橙子, 番茄, 胡萝卜, 芒果, 苹果, 西瓜, 羊肉, 鸭肉, 月, 太阳"
319,新,6,"出租车, 药膏, 毛巾, 毛毯, 牙刷, 碗"
320,旧,5,"出租车, 毛巾, 毛毯, 牙刷, 碗"
321,旅行,19,"出租车, 出租车, 树林, 门口, 路, 眼镜, 背包, 背包, 公共汽车, 火车, 火车, 自行车, 自行车, 车, 飞机, 飞机, 轮椅, 水, 春季, 星星, 同学, 年轻人, 姐妹, 朋友, 朋友"
322,秋天,13,"发烧, 南瓜, 叶子, 外套, 大衣, 毛衣, 长裤, 卫衣, 帽子, 毛毯, 鸟, 夏季, 季节"
323,下雨,11,"发烧, 发烧, 风, 书店, 公园, 凉鞋, 凉鞋, 眼镜, 毛巾, 毛巾, 淤青, 浴缸, 蚊子, 雷电"
324,打针,6,"发烧, 医院, 手套, 手套, 头痛, 感冒, 药"
325,测量,3,"发烧, 血糖仪, 血糖仪, 血糖仪, 血压仪"
326,打点滴,5,"发烧, 外公, 外婆, 奶奶, 爷爷"
327,冰敷,4,"发烧, 头痛, 感冒, 淤青, 淤青"
328,呕吐,3,"发烧, 头痛, 马桶"
329,软,30,"药膏, 面条, 南瓜, 玉米, 猪肉, 内衣, 睡衣, 秋衣, 拖鞋, 胸罩, 洗面奶, 牙膏, 胶囊, 胸, 鼻子, 米饭, 柠檬, 梨, 樱桃, 橙子, 牛油果, 茄子, 葡萄, 西瓜, 香蕉, 香肠, 鱼肉, 鱼, 花, 草"
330,药店,5,"药膏, 药, 药, 中药, 中药, 药片, 药片, 胶囊, 胶囊"
331,中医,4,"药膏, 头痛, 头痛, 感冒, 按摩"
332,挤出,5,"药膏, 沐浴露, 洗发露, 洗面奶, 牙膏"
333,受伤,6,"药膏, 淤青, 淤青, 腿, 脚, 脸, 膝盖"
334,脏,7,"牙齿, 袖子, 袖子, 平底锅, 枕头, 毛巾, 碗, 蟑螂"
335,瓜子,3,"牙齿, 南瓜, 电视机"
336,骨头,11,"牙齿, 猪肉, 手套, 背, 胳膊, 脖子, 腿, 脚, 脸, 膝盖, 鼻子"
337,盆,16,"洗手池, 南瓜, 土豆, 长裤, 卫衣, 围巾, 毛巾, 洗发露, 洗面奶, 煮锅, 碗, 浴缸, 浴缸, 马桶, 马桶, 外公, 外婆, 奶奶"
338,脆,15,"洗手池, 巧克力, 玉米, 笔, 洋葱, 白菜, 白萝卜, 苹果, 西兰花, 西瓜, 豆角, 青椒, 香菜, 黄瓜, 鸡肉"
339,粗糙,5,"洗手池, 树枝, 手套, 地毯, 梨"
340,厨房,52,"洗手池, 面条, 玉米, 牛肉, 猪肉, 鸡蛋, 苍蝇, 手套, 手套, 袖子, 刀子, 勺子, 平底锅, 煮锅, 碗, 灯, 窗户, 门, 冰箱, 微波炉, 果汁, 水, 汽水, 牛奶, 酸奶, 柠檬, 梨, 樱桃, 橙子, 洋葱, 牛油果, 生姜, 番茄, 白菜, 白萝卜, 胡萝卜, 茄子, 菠菜, 蘑菇, 西兰花, 豆角, 青椒, 青菜, 香菜, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉, 蟑螂, 鱼"
341,抹布,3,"洗手池, 手套, 清洁工"
342,水龙头,3,"洗手池, 脸盆, 洗脚盆"
343,洗漱,13,"洗手池, 上午, 浴室, 毛巾, 沐浴露, 洗发露, 牙刷, 牙膏, 浴缸, 灯, 镜子, 马桶, 护工"
344,倒出,14,"洗手池, 可乐, 咖啡, 茶, 客厅, 脸盆, 洗脚盆, 杯子, 果汁, 果汁, 水, 水, 汽水, 汽水, 牛奶, 牛奶, 酒, 酒, 酸奶, 酸奶"
345,化妆,8,"吹风机, 发卡, 发箍, 头绳, 口红, 口红, 脸, 镜子, 镜子, 女人"
346,模特,4,"吹风机, 口红, 腿, 脸"
347,客人,33,"吹风机, 包子, 包子, 巧克力, 巧克力, 面条, 面条, 可乐, 客厅, 客厅, 桌子, 桌子, 椅子, 椅子, 沙发, 沙发, 窗户, 茶几, 茶几, 门, 电视机, 果汁, 水, 汽水, 牛奶, 酒, 酸奶, 柠檬, 梨, 樱桃, 橙子, 香菜, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉, 售货员, 服务员"
348,吹,5,"吹风机, 吹风机, 雾, 风, 风, 风扇, 夏季"
349,咸,13,"包子, 面条, 鸡蛋, 螃蟹, 脚, 汽水, 豆角, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
350,甜,38,"包子, 巧克力, 可乐, 茶, 南瓜, 玉米, 鸡蛋, 药, 中药, 米饭, 糖果, 糖果, 蛋糕, 面包, 饼干, 馒头, 果汁, 汽水, 牛奶, 酒, 酸奶, 梨, 樱桃, 橙子, 洋葱, 白菜, 白萝卜, 胡萝卜, 火龙果, 芒果, 芒果, 苹果, 菠萝, 葡萄, 青菜, 香蕉, 黄瓜, 香肠, 鸡肉, 鱼肉"
351,蔬菜,9,"包子, 面条, 菜市场, 果汁, 黄瓜, 季节, 外公, 外婆, 奶奶"
352,筷子,22,"包子, 面条, 南瓜, 土豆, 玉米, 牛肉, 猪肉, 鸡蛋, 螃蟹, 中午, 煮锅, 碗, 米饭, 馒头, 香肠, 香菜, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
353,补充,9,"包子, 巧克力, 面条, 汽水, 酸奶, 橙子, 西兰花, 青菜, 香蕉"
354,能量,3,"包子, 巧克力, 面条"
355,饱腹,3,"包子, 巧克力, 面条"
356,硬,23,"巧克力, 玉米, 螃蟹, 眼镜, 药片, 膝盖, 指甲, 书架, 地板, 床, 抽屉, 柜子, 风扇, 柠檬, 梨, 橙子, 洋葱, 生姜, 番茄, 白萝卜, 胡萝卜, 菠萝, 树干"
357,球形,17,"巧克力, 柠檬, 梨, 梨, 樱桃, 橙子, 橙子, 洋葱, 番茄, 白菜, 火龙果, 芒果, 苹果, 菠萝, 西瓜, 月, 太阳, 太阳, 星星, 月亮, 月亮"
358,苦,13,"巧克力, 咖啡, 茶, 药, 中药, 中药, 药片, 鱼肉, 医生, 司机, 护工, 外卖员, 叔叔, 舅舅"
359,牛奶,10,"巧克力, 玉米, 上午, 杯子, 蛋糕, 面包, 酸奶, 酸奶, 儿子, 女儿, 女孩"
360,糖,5,"巧克力, 汽水, 汽水, 酸奶, 番茄, 鱼"
361,勺子,21,"巧克力, 面条, 南瓜, 土豆, 玉米, 牛肉, 猪肉, 鸡蛋, 螃蟹, 中午, 杯子, 碗, 米饭, 酸奶, 香菜, 黄瓜, 羊肉, 香肠, 鸡肉, 鸭肉, 鱼肉"
362,虫子,13,"面条, 蚂蚁, 枕头, 毛巾, 毛毯, 牙刷, 牙膏, 地毯, 床, 抽屉, 柜子, 蟑螂, 鸟"
363,滑,6,"面条, 内衣, 大衣, 睡衣, 秋衣, 衬衣"
364,油,4,"面条, 毛巾, 开塞露, 脸"
365,条状,19,"面条, 虫, 发卡, 鞋带, 鞋带, 笔, 筷子, 胳膊, 脖子, 腿, 灯, 灯, 耳机, 香肠, 豆角, 黄瓜, 黄瓜, 羊肉, 香肠, 香肠, 鸡肉, 鸡肉, 鸭肉, 鸭肉, 鱼, 草"
366,细,11,"面条, 虾, 树枝, 鞋带, 牙刷, 胳膊, 脖子, 腿, 女人, 姐妹, 母亲"
367,好吃,7,"面条, 牛肉, 猪肉, 鸡蛋, 虾, 螃蟹, 鱼"
368,酸,11,"面条, 药, 中药, 果汁, 酸奶, 酸奶, 柠檬, 樱桃, 橙子, 芒果, 葡萄, 黄瓜"
369,辣,12,"面条, 瘙痒, 胃痛, 汽水, 酒, 洋葱, 生姜, 白萝卜, 青椒, 羊肉, 鸡肉, 鱼肉, 鱼肉"
370,腻,3,"面条, 猪肉, 牛奶"
371,面粉,7,"面条, 蛋糕, 通心粉, 面包, 饼, 饼干, 馒头"
372,汤,10,"面条, 牛肉, 猪肉, 中午, 勺子, 勺子, 勺子, 煮锅, 碗, 水, 酒, 菠菜"
373,锅,14,"面条, 南瓜, 土豆, 玉米, 牛肉, 猪肉, 鸡蛋, 螃蟹, 碗, 通心粉, 香肠, 番茄, 白菜, 胡萝卜"
374,过节,9,"面条, 面条, 冬季, 商店, 外公, 外公, 外公, 外婆, 外婆, 外婆, 奶奶, 奶奶, 奶奶, 姑姑, 姑父, 家人"
375,凉,43,"可乐, 茶, 凉鞋, 刀子, 勺子, 手写板, 枕头, 毛巾, 毛毯, 沐浴露, 洗发露, 洗面奶, 牙刷, 牙膏, 碗, 腹部, 浴缸, 窗户, 茶几, 镜子, 马桶, 洋葱, 牛油果, 生姜, 番茄, 白萝卜, 火龙果, 芒果, 苹果, 茄子, 菠菜, 西兰花, 西瓜, 青菜, 香菜, 香蕉, 黄瓜, 香肠, 鸡肉, 鸭肉, 鱼肉, 蟑螂, 鱼"
376,冰,4,"可乐, 冰箱, 火龙果, 芒果"
377,液体,15,"可乐, 咖啡, 鸡蛋, 药, 中药, 果汁, 果汁, 水, 水, 汽水, 汽水, 牛奶, 牛奶, 酒, 酒, 酸奶, 酸奶, 柠檬, 梨, 樱桃, 橙子"
378,瓶子,8,"可乐, 药, 中药, 药片, 胶囊, 果汁, 汽水, 牛奶"
379,吸管,6,"可乐, 咖啡, 汽水, 牛奶, 酒, 酸奶"
380,深色,3,"咖啡, 靴子, 中药"
381,叶子,4,"茶, 蚂蚁, 树, 树枝"
382,闻,3,"茶, 沐浴露, 花"
383,固体,34,"南瓜, 土豆, 刀子, 勺子, 药, 药片, 胶囊, 桌子, 椅子, 沙发, 浴缸, 灯, 窗户, 茶几, 镜子, 门, 马桶, 柠檬, 梨, 樱桃, 橙子, 茄子, 菠菜, 菠萝, 葡萄, 蘑菇, 西兰花, 西瓜, 豆角, 青椒, 青菜, 月, 秒钟, 云"
384,刀,25,"南瓜, 土豆, 玉米, 牛肉, 猪肉, 鸡蛋, 螃蟹, 柠檬, 梨, 樱桃, 橙子, 洋葱, 生姜, 番茄, 白菜, 白萝卜, 胡萝卜, 芒果, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
385,叉子,16,"南瓜, 土豆, 牛肉, 猪肉, 鸡蛋, 螃蟹, 蛋糕, 通心粉, 洋葱, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
386,农民,39,"南瓜, 土豆, 玉米, 虾, 叶子, 树, 树林, 树枝, 上午, 洋葱, 牛油果, 牛油果, 生姜, 番茄, 番茄, 白菜, 白萝卜, 胡萝卜, 火龙果, 芒果, 苹果, 茄子, 菠菜, 菠萝, 葡萄, 蘑菇, 西兰花, 西瓜, 豆角, 青椒, 青菜, 香菜, 香蕉, 香蕉, 黄瓜, 羊肉, 蛋黄, 蛋黄, 香肠, 鸡肉, 鸡肉, 鸭肉, 鸭肉, 鱼肉, 鱼"
387,丰收,9,"南瓜, 土豆, 玉米, 番茄, 白菜, 白萝卜, 胡萝卜, 苹果, 秋季, 秋季"
388,水果,12,"玉米, 菜市场, 刀子, 叉子, 叉子, 果汁, 果汁, 果汁, 酒, 菠萝, 葡萄, 西瓜, 黄瓜, 树干, 季节"
389,紫色,8,"玉米, 脸盆, 洗脚盆, 淤青, 汽水, 洋葱, 茄子, 葡萄"
