id,target,description_set,tag
2255,西瓜,"吃饭,甜品,切块,解渴,重,熟,朋友,夏天,红色,厨师,水果店,果汁",1
2256,家人,"回家,暖,妈妈",1
2257,袖子,"电动车,家,洗衣机,棉,骑车,脏,身体,薄,室友,夏天,弹性,穿戴",1
2258,煮锅,"晚上,牛,衣服,猪,热,厨房,银色,做饭,筷子,面条,爸爸",1
2259,笔,"写,桌子,塑料,条状,书本,脆,黑色,手,家,拿,工位,纸",1
2260,护理中心,"看病,大,陪伴,护工,照顾,康复,家人,医生",1
2261,洗手池,"方形,脆,粗糙,卫生间,窄,洗衣粉,打开,倒出,盆",1
2262,手指,"肉色,手",1
2263,去医院,"慢,爸爸,脚,治疗,走,医生,老人,妈妈,汽车,地铁,生病,快",1
2264,耳机,"歌手,黑色",1
2265,嚼,"牙齿,重,喝,吃饭,快",1
2266,雨,"大,阴,冷,伞,轻,风湿病,潮湿,台风,水,清新,春天,夏天,电影,暴雨,天气",1
2267,姑父,"阿姨,男,亲戚,祖父,家,严肃,青年,温柔,家人,老人,祖母",1
2268,吹,"早晨,开水,嘴,喝,茶,吃,慢,面条,用力,重,晚上",1
2269,吹风机,"热,吹",1
2270,按,"重,桌子,轻",1
2271,平板电脑,"听,同事,记录,银色,小,点击,耳朵,白领,手,教室,金属,上网,读,烫,上课,热",1
2272,筷子,"打开,黄色",1
2273,西瓜,"脆,厨师,种植,夏天,生,圆形,水果店,榨汁,甜品,球形,果汁,水果",1
2274,地板,"大,室内",1
2275,躺下,"卧室,休息,床",1
2276,裙子,"烘干机,游戏,脱下,身体,商场",1
2277,星星,"白色,晚上,夏天,大,重,轻松,晴天,旅行,约会,科学家,热,光,望远镜,发热,天气",1
2278,侄子,"阿姨,姐妹,假期,男",1
2279,豆角,"厨师,小",1
2280,火车,"方形,玻璃,重,金属,绿色",1
2281,男孩,"高,比赛,好奇,玩具,考试,儿科,矮,自行车",1
2282,吹,"中午,晚上,用力,慢,嘴,咖啡,吃,茶,重,快,面条,开水,喝",1
2283,拍,"脸,轻,电影,手,视频",1
2284,邻居,"走,上班,物业,打扫,社区,热情,打招呼,出门,社交,回家,小区,上楼,朋友,孩子,善良,下楼,买菜",1
2285,茶,"老师,餐厅,服务员,老板,黑色,吃饭,黄色,闻,办公室,绿色,手,拿,经理,红色,炒,家",1
2286,售货员,"认真,客人,耐心,超市,热情",1
2287,保姆,"买菜,整理",1
2288,鼻子,"肉色,去除,嘴,花,血管,难受,骨头,小,洗,美容,舒服,手术,棕色,骨折,白色",1
2289,鸡蛋,"盘子,难吃,锅,购买,圆形,餐厅,叉子,妈妈,售货员,透明,咸,白色,轻,剥,亲戚,橙色,鸡,甜",1
2290,去医院,"中午,药,康复,晚上,治疗,开车,地铁,穿戴,护士,老人,医生,快,祖父,家",1
2291,车,"黑色,大,旅行,交通,方形,重",1
2292,摇,"树,用力,船",1
2293,瘙痒,"医生,身体,孩子,酒,医院,护工,辣,休息,看病,公司,病人,家,晚上,同事,护士,病菌,粉末",1
2294,躺下,"卧室,轻,床",1
2295,发现,"菜,眼睛,图书馆,饭",1
2296,外套,"春天,烘干机",1
2297,爷爷,"阿尔兹海默症,打点滴,钓鱼,躺,祖母,戏曲",1
2298,飞机,"鸟,旅行,玻璃,坚硬,橡胶,重,金属,白色,系紧",1
2299,楼梯,"下楼,上楼,矮,窄,邻居,棕色",1
2300,蟑螂,"整理,爬,小,拿,恶心,厨房,妈妈,家,飞,餐厅,虫子,凉,棕色,圆形,营养",1
2301,医院,"护士,病人,小",1
2302,猪肉,"汤,红色,祖父,厨师,猪,碗,锅,粉丝,炖,售货员,服务员,面条,煎,筷子,家",1
2303,床,"块状,休息,酒店,身体,重,光滑,暖,中午,虫子,睡觉,起床,病菌",1
2304,腰,"身体,小,按摩",1
2305,阿姨,"聊天,成年,亲戚,怀孕,善良,认真,女,上班,聚会,爸爸,工作",1
2306,口红,"涂抹,商场,拍照,打开,女,化妆,光滑,柱状,镜子,模特,轻,手,漂亮",1
2307,T恤,"穿戴,商场,夏天,舒服,拿,身体,胳膊,售货员,小,轻",1
2308,台风,"聊天,台风",1
2309,短裤,"夏天,烘干机,棉,家,商场,轻,牛仔,洗衣机,穿戴,脱下",1
2310,外套,"自行车,冷,身体",1
2311,分钟,"司机,电影院,看,电影,电脑,地铁,手表,视频,手机,快,汽车",1
2312,看,"粗略,眼睛",1
2313,保姆,"勤劳,照顾,床,陪伴,孩子,做饭,家,妈妈,买菜,能干,食物,接送,椅子,围裙,桌子,爸爸,整理,女",1
2314,睡衣,"脱下,洗衣机,身体,软,轻,薄,烘干机,滑,洗衣服",1
2315,床单,"宽,轻,长,大,酒店,洗衣服,卧室,开放,方形,枕头,被子,香,布料,光,暖",1
2316,床单,"折叠,妈妈,轻,卧室,装饰,酒店,布料,宽,大,柔软,洗衣服,光,方形",1
2317,扶,"照顾,用力,医院,慢,汽车,护士,手,轻",1
2318,微波炉,"时间,手,超市,食物,黑色,白色",1
2319,树枝,"鸟,花,森林,棕色,粗,叶子,地面",1
2320,腰,"腰带,小,医生,医院,按摩,身体,肉色,体温",1
2321,年,时间,1
2322,街,"灰色,大,水泥,香,走,音响,工人",1
2323,飞机,"鸟,重,金属,旅行,橡胶,系紧,玻璃,大,白色",1
2324,午睡,"锻炼,被子,浅,家,身体,中午",1
2325,鼻子,"难受,肌肉,舒服,肉色,软,血管,手术,体温,花",1
2326,耳朵,"脸,柔软,肉色,听",1
2327,镜子,"汽车,家,脸,飞机,洗,凉,方形,光,爸爸,衣服,厕所,船,圆形,家具,小",1
2328,煮锅,"洗,早晨,面条,筷子,煮,吃饭",1
2329,剪,"认真,慢,快,工人",1
2330,药片,"杯子,嘴,小,瓶子,白色,黄色",1
2331,社工,"耐心,搬运,中年",1
2332,卫衣,"洗衣服,阿姨,春天,秋天",1
2333,服务员,"耐心,保安,吃饭,购买,老人,酒店,经理,中年,商场,热情,餐厅,客人,认真,青年",1
2334,抽屉,"虫子,关闭,装修,开放,家,酒店,小,块状,手,轻,硬,整理,光滑",1
2335,鸟,"胳膊,飞机,飞,孩子,小,看,可爱,手,秋天,森林,春天,老人,轻,虫子,早晨,树,鱼,水",1
2336,头发,"黑色,柔软,卫生间,轻,小,镜子,头",1
2337,凉鞋,"白色,洗衣粉,舒服,瘦,阿姨,棕色,刷,轻松,凉,夏天,脱下,脚,姐妹,下雨,儿子,妈妈,兄弟,轻",1
2338,女孩,"考试,自行车,舞蹈,青年,爸爸,漂亮,围棋,椅子,幼年,营养,弟弟,纸尿裤,玩耍",1
2339,画,"设计师,认真,漫画",1
2340,空调,"手,爸爸,同学,夏天,调节,火车,光滑,故障,正常,家,祖母",1
2341,床,"块状,暖,家,睡觉,虫子,装修,病菌,中午,木头,硬,枕头,重,被子,光滑",1
2342,中午,"中餐,孩子,手机,碗,饭,太阳,勺子,员工,回家,汽车,床,被子,电脑,吃饭,厨师,桌子",1
2343,香蕉,"锻炼,手,轻,食物,超市,黑色,斑点,香,嘴,弯曲,家庭主妇,火车,榨汁,吃,水果店,厨师,生,软",1
2344,秋衣,"祖父,防止,软,脱下,烘干机,妈妈,家,洗衣机,轻,祖母,身体,冷,穿戴,棉,滑",1
2345,药,"杯子,粉末,开水,孩子,医院,医生,家,喝水",1
2346,白菜,"暖,食堂,吃饭,冬天,女儿,市场,豆腐,绿色,白色,妈妈,丰收",1
2347,季节,"秋天,春天,夏天,针灸,吃",1
2348,胶囊,"粉末,喝水,家,纯净水,白色,开水,家人",1
2349,理疗师,"陪伴,老人,中年,青年,住院,善良,护工,医生,病人",1
2350,梨,"甜,餐厅,朋友,服务员,绿色,重,孩子,掉落,嘴,客人,软,售货员,切,营养,小,拿,盘子,生病",1
2351,羊肉,"晚餐,市场,叉子,煮,客人,大,超市,块状",1
2352,菜市场,"大,手,嘴,臭,购买,蔬菜,肉,塑料,腥,绿色,红色,热,围裙,水果,开放,金属,方形,餐具",1
2353,手,"柔软,肉色,拿,手,体温",1
2354,丈夫,"温柔,照顾,懒散,上班",1
2355,吹风机,"吹,客人,打开,售货员,拿,厕所,化妆,模特,金属,重,塑料,关闭",1
2356,阿姨,"聊天,上班,唠叨,工作,善良,结婚,怀孕,晚辈,女,打招呼",1
2357,叉子,"碗,黑色,白色,塑料,金属,牛排,手,小,陶瓷,面条,吃,灰色,轻,盘子,嘴",1
2358,笔记本,"方形,小,暖,家,手,桌子,轻,工位,写",1
2359,包子,"盘子,家人,吃,甜,祖母,吃饭,早餐,小,面条,妈妈,热,大",1
2360,淤青,"朋友,孩子,病人,休息,下雨,绿色,冰敷,衣服,小,医院,家,紫色,护士,按摩,家人,大",1
2361,银行,"混凝土,严肃,白色",1
2362,维修工,"青年,中年,老人,耐心,社区,保安",1
2363,猫,"鱼,陪伴,护士,动画片,叫,卡通,家人,医生,吃,白色,小,瘦,胖,黄色,拿,邻居,轻",1
2364,服务员,"保安,客人,商场,酒店,餐厅,青年,耐心,购买",1
2365,葡萄,"家人,农民,轻,餐桌,朋友,餐具,多汁,打开,成熟,榨汁,高贵",1
2366,头痛,"吃药,朋友,公司,病人,冰敷,难受,同事,医院,睡觉,针灸,护士,打针,看病,按摩,休息,工作",1
2367,空调,"手,打开,调节,飞机,火车,白色,爸爸,祖母,教室,关闭,热,妈妈,祖父,方形,塑料,冬天,同学,光滑",1
2368,口红,"漂亮,镜子,轻,柔软,红色,嘴,光滑,购买,手,商场,柱状,游戏,出门,模特,打开,化妆,小",1
2369,猫,"肥,护士,轻,黑色",1
2370,年,时间,1
2371,螃蟹,"刀,硬,圆形,胖,咸,卖出,好吃,熟,小,盘子,服务员,新鲜,渔民,生,青色,农田,轻",1
2372,兄弟,"成长,爸爸,结婚,学校,弟妹,玩耍,照顾,童年,幼年,侄女",1
2373,香蕉,"糖尿病,生,弯曲,香,冰箱,火车,手,船,补充,吃,轻,斑点,榨汁,农民,锻炼,食物",1
2374,喝水,"女儿,举,整理,多,水,杯子",1
2375,护士,"车,病人,善良,药,医生,医院,住院,中年",1
2376,外公,"按摩,买菜,杯子,中风,男,老人,戏曲,生病,休息,打点滴,严肃",1
2377,枕头,"大,潮湿,中午,棉,被子,柔软,家人,晚上,布料,脸,白色,卧室,干净,重",1
2378,男人,"中年,光,锻炼,游戏,抠门,童年,读",1
2379,中药,"粘稠,喝水,看病,棕色,黑色,孩子,苦,病人,粉末",1
2380,画,"漫画,老师,设计师,认真",1
2381,走,"购买,吃饭,慢,上班,户外,锻炼,喝水,出门,社交,腿,脚",1
2382,抬头,"慢,突然,上课,轻,脖子,重,快,头",1
2383,月,"黄色,弯曲,圆形,红色,球形,固体,白色,重,天气",1
2384,出门,"坐车,购买,穿戴,汽车,交通,远,开车,走,社交,火车,地铁,车,锻炼",1
2385,擦,"轻,脸,餐厅,认真",1
2386,外公,"驼背,老年病",1
2387,菜市场,"手,餐具,拿,肉,围裙,金属,蔬菜,绿色,购买,开放,热,腥,红色,塑料,方形,水果,臭,嘴",1
2388,手套,"餐具,餐厅,抹布",1
2389,阳台,"方形,望远镜,下午,被子,玻璃,洗衣服,洗衣机,光,家,暖,举,坐",1
2390,靴子,"深色,暖,白色,脱下,冬天,重,小腿,穿戴,大,出门,丝袜,鞋子,臭,脚,裙子",1
2391,浴室,"牙刷,家人,整理,沐浴露,舒服,牙膏,毛巾,工人,洗漱,方形,塑料,香,小,暖,潮湿,热",1
2392,地毯,"门,房间,茶几,床",1
2393,洗脸,"轻松,家,早晨,酒店,晚上,手,刷,快",1
2394,去医院,"交通,救护车,慢,难受,坐车",1
2395,屁股,"肉色,肉,体温",1
2396,窗户,"搬家,方形,看,家具,固体,飞机,书房,家,儿子,干净,休息,船,正常,客厅,女儿,塑料",1
2397,卫衣,"妈妈,叔叔,儿子,盆,瘦,短,洗衣服,弟弟,大,身体,爸爸,祖父,衣架,棉,穿戴,阿姨,脱下",1
2398,蟑螂,"下水道,圆形",1
2399,冰箱,"光滑,金属",1
2400,电视机,"妈妈,正常,晚上,调节,打开,零食,儿子,黑色,休息",1
2401,抱,"庆祝,打开,慢,约会,胸部,家,手,快",1
2402,医院,"老人,汽车,护士,打针,看病,白色,大,营养,轮椅,手术,家,小,陶瓷,方形,电视,难受,爸爸",1
2403,夏季,"西瓜,暴雨,裤子,休息,秋天,锻炼",1
2404,蚊子,"生病,生,胳膊,轻,下雨,黑色,斑点,腿,脖子",1
2405,椅子,"妈妈,屁股,休息,圆形,家庭主妇,木头,腿",1
2406,手机,"地铁,耳朵,冷,点心,工人,烫",1
2407,长裤,"宽,暖,爸爸,妈妈,祖父,大,裤子,冬天,烘干机,脱下,白色,蓝色,叔叔,瘦",1
2408,浴室,"工人,暖,牙刷,潮湿,小,家人,方形,舒服,整理,干净,沐浴露,毛巾",1
2409,肩,"肉色,学校,大",1
2410,马桶,"凉,晚上,爸爸,卫生间,固体,光,洗漱,火车,坐,女儿,妈妈",1
2411,牛奶,"奶粉,家,小,咖啡,吃饭,吸管",1
2412,树枝,"剪,支撑",1
2413,洗脚盆,"轻,开水,手",1
2414,墙壁,"房间,工人,室内,支撑,装修,大,病菌,门,水泥,块状,重,光滑",1
2415,感冒,"冰敷,吃药,家,病人,医院,看病,中医,孩子",1
2416,手肘,"坚硬,体温,肉色,胳膊",1
2417,屁股,"肉,打,柔软,腿,腰,肉色",1
2418,空调,"正常,插头,光滑,销售员,热,调节",1
2419,站,"慢,椅子",1
2420,围巾,"黑色,出门,户外,方形,毛线,脖子,叔叔,长,阿姨,洗衣服,系紧,洗衣机,红色,盆,爸爸,短",1
2421,洋葱,"孩子,紫色,白色,食堂,妈妈,碗,硬,商场,厨房,辣,看,农民,吃饭",1
2422,通心粉,"无味,冷,面粉,面条,粉末,小,黄色,煮,主食,吃,小麦,叉子,锅",1
2423,看电视,"晚上,躺,轻松,沙发,眼睛,电视,坐,放松",1
2424,腹部,"棕色,柔软,肌肉,鱼,上衣,瘦,医生,脆弱,肉,肚子,健身",1
2425,救护车,"蓝色,金属,交通,坚硬,担架,方形",1
2426,母亲,"固执,老人",1
2427,阴天,"家人,灰色,孩子,户外,黑色,天气",1
2428,鸟,"可爱,手,营养,公园,树,胳膊,飞机,早晨,鱼,看",1
2429,酒,"朋友,搅拌,冷,举,吃饭,小,营养,辣,老师",1
2430,敲,"重,用力,教授,打,快,轻,慢",1
2431,跑,"鞋子,地面,腿,锻炼,快,袜子,重",1
2432,梨,"粗糙,休息,售货员,老师,吃,绿色,厨师,盘子,变质,黄色,家,固体,沙拉,保姆",1
2433,自行车,"彩色,坚硬,正常,玻璃,交通",1
2434,手,"手,肉,体温,拿",1
2435,枕头,"布料,脏,中午,家人,白色,大,重",1
2436,茶壶,"手,重,茶,圆形,客厅,棕色,冷,嘴,满,桌子,家,鼻子",1
2437,香蕉,"运动员,汽车,黑色,水果店,手,生,冰箱,斑点,黄色,轻",1
2438,柠檬,"黄色,售货员,厨师,小,生病,朋友,榨汁,弹性,手,酸,掉落,吃饭,服务员,甜品,家人,餐厅",1
2439,草,"公园,轻,夏天,森林,软,光滑,绿色,营养,比赛,种植,工人",1
2440,抬头,"突然,重,快,头,上课,轻,脖子",1
2441,开塞露,"药,医院,轻,护士,医生,暖,小,油",1
2442,朋友,"幽默,少年,温柔,认真,看病,游戏,按摩,青年,可爱,老人,中年,逛街",1
2443,洗手池,"倒出,脆,手,光,厨房,头发,刷,家人,洗,方形,黄色,洗漱",1
2444,下巴,"小,轻,暖,肉色",1
2445,虫,"黑色,生病,绿色,飞,小,咬,保姆",1
2446,喝,"茶,嘴,晚上,喝,酒,快,餐厅",1
2447,月,"白色,重,球形,圆形,诗歌,红色,黄色,大,天气",1
2448,扔,"锻炼,户外",1
2449,朋友,"认真,旅行,锻炼,幼年,幽默,温柔,少年,美容,吃饭",1
2450,树,"空气,大",1
2451,快递员,"勤劳,拿,购买",1
2452,膝盖,"医生,脆弱,跑步,骨头,手术,肉色,看病,热,坚硬,圆形,锻炼,棕色,运动员,肌肉",1
2453,树林,"旅行,家人,空气,小,大,绿色,走",1
2454,枕头,"睡觉,大,白色,棉,晚上,凉,脸,脏,潮湿,头,柔软,虫子,家人,躺,售货员,衣服,布料,干净",1
2455,香蕉,"配送员,绿色,糖尿病,香",1
2456,枕头,"轻,售货员,布料,家人,干净,头,中午",1
2457,学生,"少年,懒散,考试,老师,作业,学校,妈妈,上课,教授,光,爸爸,学习,辅导,工人,书本,青年,写",1
2458,血糖仪,"方形,白色,医院,记录",1
2459,吃药,"医生,多",1
2460,上班,"制服,腿,手,地铁,车,身体,认真,脑袋,电脑,自行车",1
2461,婶婶,"勤劳,家,打招呼",1
2462,男孩,"男,近,鞋子,少年,认真,运动场,玩耍,幼年,书本,高",1
2463,巧克力,"白色,甜,能量,勺子,苦",1
2464,摇头,"表达,重",1
2465,咖啡,"液体,棕色,打开,吸管,杯子,喝,深色",1
2466,晚上,"烧烤,酒",1
2467,月,"诗歌,弯曲,圆形,天气,红色,白色,黄色,晚上,大,重,球形",1
2468,大衣,"脱下,衣柜,冷,穿戴,烘干机,秋天",1
2469,洗发露,"泡沫,揉搓,洗漱",1
2470,茶几,"坚硬,黄色,透明",1
2471,衬衣,"烘干机,洗衣机,滑,牛仔,家,穿戴,轻,脱下,身体",1
2472,奶奶,"鸟,中风,拐杖,盆,按摩,女,蔬菜,书法,休息,爷爷,戏曲,电视机,骨质疏松",1
2473,外婆,"老人机,慈祥,生病,庆祝,照顾,鱼,休息,妈妈,按摩,亲戚",1
2474,笔记本电脑,"看,白色,故障,烫,耳朵,方形,销售员,光滑,嘴,休息,玩耍,打开,有电,学习,金属",1
2475,锻炼,"司机,晚上,健康,轻松,手,早晨,鞋子,努力,运动场,腿,用力",1
2476,按摩,"老人,医院,舒服,医生,中医,重,康复,大,护士,按摩,暖",1
2477,苍蝇,"厨房,绿色,轻松,小,生病,保姆,飞,黑色",1
2478,水,"电影院,休息,出门,热,无色,小,汤,杯子",1
2479,衬衣,"家,滑,牛仔,身体,制服,香水",1
2480,晴天,"晴天,蓝色,白天,重",1
2481,喝水,"嘴,少,爸爸,多,健康,儿子,女儿,快,举,水,整理,妈妈,杯子,锻炼,慢",1
2482,口红,"手,模特,红色,商场,购买,嘴,出门,拍照,漂亮,打开,轻,柱状,青年,女,妈妈,柔软",1
2483,女孩,"车,女,漂亮,妈妈,幼年,兄弟,床",1
2484,鼻子,"软,美容,小,血管,去除,手术,骨折,白色,吃饭,高,骨头",1
2485,肥皂,"香,手,鼻子",1
2486,雨,"轻,无色,冷,台风,阴,春天,天气,音乐,电影,科学家",1
2487,护工,"住院,打扫,治疗,手术,认真,走,温柔,轮椅,病人,护士",1
2488,晴天,"白色,白天,科学家,光,重,防晒霜,热,天气,户外,蓝色,晴天,热水器,夏天,大,玩耍",1
2489,侄子,"回家,考试,幼年,男",1
2490,中午,"午餐,床,妈妈,爸爸,汤,太阳,电视,家人,枕头,自行车,回家,吃饭,勺子,员工",1
2491,茶壶,"家,空,棕色,客厅,重",1
2492,喝,"酒吧,晚上,快,餐厅,茶,喝,酒,吃,咖啡,早晨",1
2493,嚼,"吃,牙齿,中午,吃饭,餐厅,慢,食堂,晚上,重,肉,快,早晨,喝",1
2494,阳台,"光,家,裤子,休息,玻璃",1
2495,冬季,"白色,孩子",1
2496,窗户,"坚硬,卫生间",1
2497,洗手池,"大,小,脸,方形,刷,家,宽,粗糙,盆,手,光滑,窄,倒出,黄色,黑色,厕所,臭,头发",1
2498,抓,"快,打开,用力",1
2499,腹部,"体温,锻炼,健身",1
2500,阴天,"灰色,孩子,天气,妈妈,家人",1
2501,茶,"老师,黑色,炒,红色,喝,家,煮,解渴,办公室,酒店,老板,拿,叶子,餐厅,甜,绿色,下午,黄色",1
2502,汽水,"辣,中暑,小",1
2503,下巴,"吃,轻,肉色,小",1
2504,饼,"无味,烤,大,吃,嘴",1
2505,外套,"洗衣机,穿戴,衣柜,防晒,棉,春天,自行车,商场,秋天,脱下",1
2506,外甥,"少年,打招呼,童年,假期,玩耍,好奇,亲戚,聊天,姐妹,青年,聚会,回家,成年,叔叔,男,幼年",1
2507,虫,"小,保姆,爬,咬,飞,白色,黑色,条状,绿色,吃",1
2508,葡萄,"水果店,高贵,小,厨师,固体,生,轻,水果,农民,餐具,朋友,吃饭",1
2509,飞机,"大,系紧,玻璃,鸟,白色,坚硬,重,旅行",1
2510,叉子,"盘子,陶瓷,面条,白色,甜品,轻,塑料,灰色,牛排,水果,碗,手",1
2511,上午,"鸡蛋,洗漱,牙刷,家人,员工,早餐,上班",1
2512,摇头,"快,轻,表达",1
2513,按,"轻,重,桌子",1
2514,尝,"早晨,中午,晚上,点心,餐厅,舌头,食堂,菜,厨师,吃",1
2515,土豆,"丰收,蒸,刀,盆,售货员,碗,妈妈,轻,炒,家人,吃饭,圆形,黄色,厨师,小,勺子,农民,炖",1
2516,父亲,"妈妈,阿姨,照顾,唱歌,男,祖父,严肃,叔叔,祖母,幽默,勇敢,善良",1
2517,菠萝,"榨汁,活泼,硬,固体,种植,农民,熟,解渴,餐桌,朋友,球形,水果店,甜",1
2518,杯子,"桌子,开水,水壶,酒,嘴,满,陶瓷,空,喝水,小,倒出",1
2519,饼,"烤,重,吃,无味,白色,主食,小麦,圆形,大",1
2520,路,"灰色,开车,车祸,旅行,宽敞,工人,大,水泥,骑车,开放,汽车,自行车",1
2521,雨,"暴雨,台风,阴,轻,春天,电影,天气,清新",1
2522,胳膊,"锻炼,腿,沙发,冷,医生,生病,血管,难受,弯曲,脆弱",1
2523,飞机,"金属,旅行,玻璃,重",1
2524,背包,"学习,上班",1
2525,牛奶,"孩子,甜,暖,家人,休息,员工,厨师,倒出,热,解渴,咖啡",1
2526,侄女,"叔叔,幼年,成年,聊天,阿姨,假期,好奇,考试,打招呼,玩耍,亲戚,学习,家,懒散,少年,童年,聚会",1
2527,吃,"康复,中毒,舌头,早晨,围裙,胖,饿,吃,食堂,咬,餐厅,慢,喝,吸",1
2528,躺下,"休息,快,轻,卧室,床,睡觉",1
2529,吐,"喝,吃,嘴,恶心",1
2530,刀子,"餐厅,厨房,水果店,切,洗,木头,灰色,手,塑料,危险,水果,金属,厨师,固体,小,围裙,中餐",1
2531,雾,"湿,飞机,车祸,太阳,白色,家人,大,司机,汽车,春天,吹",1
2532,凉鞋,"妈妈,走,宽,脱下,叔叔,放松,夏天,清新,瘦,女儿,轻松,大,鞋子,小,黑色,爸爸",1
2533,窗边,"布料,木头,舒服",1
2534,儿子,"聪明,爸爸,童年,兄弟,乖巧,儿科,家,鞋子,书本,孩子,照顾,乐器,结婚,车,工作,围棋",1
2535,茶壶,"客厅,桌子,满,冷",1
2536,学校,"老师,坐,音响,地铁,食堂,混凝土,方形,大,学习,书本,交通",1
2537,腹部,"体温,白色,痛,病人,瘦,血管,医生",1
2538,短裤,"牛仔,穿戴,夏天,棉,脱下,家,烘干机,轻,商场,洗衣机",1
2539,商店,"关闭,售货员,工人,混凝土,金属,方形,过节,大,购买",1
2540,视频,"同事,开会,眼睛,办公室,老板,电脑",1
2541,血糖仪,"医院,手,插头,方形,测量,医生,护士,盒子,记录,老人,光滑,家人",1
2542,点头,"社交,重,轻,快",1
2543,听,"医生,耳朵,电影院,兔子,电视,医院,音乐,台风,休息,远,音响",1
2544,血糖仪,"家人,有电,老人",1
2545,广场,"身体,混凝土,开放,工人,社交,广场舞,耳朵,音响,金属,走,大,跳舞,放松",1
2546,番茄,"市场,手,吃,红色,农民,商场",1
2547,姑姑,"祖母,照顾",1
2548,耳朵,"肉色,脸",1
2549,躺下,"快,休息,衣服,轻,床,卧室",1
2550,拿,"冰箱,收回,慢,拿,快,轻",1
2551,大衣,"秋天,冬天,冷,穿戴,春天,衣柜,防止",1
2552,康复训练,"暖,大,老人,护士",1
2553,可乐,"黑色,吃饭,家人,客人,酒店,瓶子",1
2554,发现,"眼睛,图书馆",1
2555,鸡肉,"市场,勺子,健身,筷子",1
2556,路,"旅行,方形,开车,水泥,自行车,灰色,宽敞,车祸,大,汽车,开放",1
2557,火车,"坚硬,金属,重,睡觉,方形,大,绿色,旅行,玻璃,白色",1
2558,手指,"按下,体温,手,肉色",1
2559,肥皂,"白色,洗澡",1
2560,纸巾,"水,桌子,白色,手,嘴,火锅,毛巾,竹子",1
2561,脚,"咸,剪,自行车,身体,骨头,手,大,白色,按摩,血管,生病",1
2562,老人,"脆弱,轮椅,杯子,善良,营养,医生,电视机,住院,老人,保姆,风湿病,小区,象棋,眼镜,鞋子,拐杖,驼背,骨折",1
2563,背,"肉,肌肉,骨头,按摩,汗水,驼背,体温,玫瑰,浴室,白色,营养,血管,沐浴露,医生,冷,夏天",1
2564,马桶,"坚硬,船,家庭主妇",1
2565,书架,"玻璃,整理,读,工人,装修,设计师,硬,大,块状,文学,放",1
2566,姐妹,"青年,开朗,幼年,同学,照顾,魅力,童年,旅行,玩耍,妈妈,按摩,女,坚强,高贵,坚硬,家",1
2567,医院,"医生,打针",1
2568,高肌张力,"看病,医院,吃药,医生",1
2569,笔记本,"书本,轻,小,写,手,竹子,纸,木头,桌子,暖,工位,家",1
2570,口袋,"白色,阿姨,叔叔,黑色,棉,祖母,祖父",1
2571,背心,"洗,衣架,售货员",1
2572,发箍,"祖父,化妆,大,妈妈,阿姨,爸爸,塑料,姐妹,镜子,祖母,头发,穿戴,小,装饰",1
2573,鸟,"可爱,轻,老人,飞机,孩子,看,飞,路边,树,营养",1
2574,捡,"腰,拿",1
2575,外套,"自行车,烘干机",1
2576,苍蝇,"生病,飞",1
2577,筷子,"暖,面条,拿,轻,条状,吃饭,桌子,竹子,嘴,小,碗,黄色",1
2578,学习,"桌子,少,多,快,浅,手,考试,眼镜,努力,认真,学校,深,教练,慢",1
2579,笔记本,"手,暖,木头,工位",1
2580,尝,"吃,食堂,餐厅,喝,点心,早晨,菜,中午,晚上,舌头",1
2581,年,时间,1
2582,社工,"青年,搬运,花,耐心,温柔,树,热情,物业,森林,粥,整理,光,社区,照顾,陪伴,老人",1
2583,社工,"老人,树,耐心,青年,搬运",1
2584,上厕所,"屁股,厕所,快,腿,多",1
2585,老鼠,"猫,黑色,臭,轻,叫,保姆",1
2586,蚊子,"下雨,黑色,小,腿,死,胳膊,斑点,过敏,生",1
2587,椅子,"休息,小,船,飞机",1
2588,咳嗽,"医生,看病,生病",1
2589,爷爷,"脑卒中,床,亲戚,住院,收音机,打点滴,阿尔兹海默症,电视机,书法,糖尿病,生病",1
2590,苍蝇,"黑色,保姆,小,厨房,生病,轻松",1
2591,天空,"飞机,天气,聊天,蓝色",1
2592,老师,"辅导,青年,善良,温柔,老人,中年,耐心,聪明,电脑,学习,认真,开会,学生",1
2593,肥皂,"白色,鼻子,小",1
2594,电梯,"出门,按下,担架,轮椅,物业,卧室,小,工人,方形,手机,家,家人,上楼,广告,下楼,公司,灰色",1
2595,风扇,"银色,塑料,圆形",1
2596,耳朵,"脸,听,体温,柔软",1
2597,洗衣机,"白色,袜子,衣服",1
2598,腿,"康复,血管,短,病人,热,痛,体温,冬天,棕色,肌肉,健身,老人,条状,运动员,骨头",1
2599,轮椅,"医生,坚硬,旅行,医院,冷,重,橡胶,金属,车祸,椅子,医疗器械,小,银色,坐,腿,大,轻",1
2600,咳嗽,"生病,医生",1
2601,嚼,"食堂,喝,慢,肉,牙齿,快",1
2602,咳嗽,"生病,医生,看病",1
2603,拿,"收回,轻,冰箱,慢,手,快,拿,柜子",1
2604,穿衣服,"家,快,起床,手,身体,粗略,认真,晚上",1
2605,指甲,"硬,方形,小,透明,病菌",1
2606,笔记本,"桌子,竹子,木头,轻",1
2607,雪,"大,冷,潮湿,电影,伞,白色,水,轻,片状,阴,风湿病",1
